ID,gk,ram,rb,rcb,rcm,rdm,rf,rm,rs,rw,rwb
206399,20.0,62.0,65.0,65.0,63.0,65.0,63.0,64.0,62.0,63.0,65.0
209471,17.0,61.0,65.0,65.0,63.0,65.0,59.0,62.0,55.0,61.0,65.0
231231,17.0,63.0,51.0,41.0,58.0,48.0,64.0,65.0,62.0,65.0,54.0
233279,17.0,47.0,62.0,65.0,50.0,60.0,47.0,50.0,48.0,48.0,60.0
202304,20.0,65.0,59.0,57.0,64.0,60.0,64.0,65.0,62.0,64.0,60.0
230208,20.0,38.0,61.0,65.0,46.0,61.0,37.0,40.0,39.0,37.0,58.0
231488,17.0,62.0,47.0,42.0,54.0,45.0,63.0,65.0,61.0,66.0,50.0
189760,18.0,46.0,58.0,65.0,49.0,59.0,45.0,47.0,48.0,45.0,56.0
221505,19.0,60.0,41.0,41.0,51.0,42.0,63.0,58.0,65.0,60.0,43.0
235073,64.0,22.0,20.0,23.0,23.0,23.0,20.0,21.0,20.0,20.0,20.0
203842,17.0,51.0,62.0,65.0,54.0,61.0,50.0,53.0,52.0,51.0,61.0
210498,19.0,64.0,65.0,63.0,62.0,62.0,64.0,65.0,63.0,65.0,65.0
213314,65.0,28.0,25.0,26.0,27.0,27.0,26.0,27.0,26.0,27.0,25.0
215618,18.0,60.0,65.0,64.0,61.0,64.0,58.0,62.0,55.0,60.0,65.0
232770,17.0,66.0,56.0,54.0,65.0,61.0,62.0,64.0,57.0,63.0,58.0
216387,16.0,57.0,44.0,44.0,49.0,42.0,61.0,56.0,65.0,59.0,44.0
224067,18.0,53.0,62.0,65.0,58.0,64.0,52.0,53.0,53.0,51.0,61.0
232003,65.0,23.0,21.0,22.0,23.0,22.0,23.0,23.0,22.0,22.0,22.0
226116,15.0,43.0,58.0,65.0,47.0,59.0,42.0,44.0,45.0,42.0,55.0
228932,19.0,43.0,58.0,65.0,49.0,59.0,41.0,45.0,43.0,42.0,56.0
163908,16.0,61.0,65.0,65.0,65.0,65.0,60.0,61.0,60.0,58.0,64.0
235332,65.0,21.0,20.0,21.0,22.0,21.0,19.0,20.0,19.0,19.0,20.0
240196,18.0,43.0,62.0,65.0,46.0,58.0,45.0,47.0,48.0,45.0,59.0
219461,17.0,48.0,62.0,65.0,51.0,60.0,48.0,51.0,48.0,49.0,60.0
223557,16.0,65.0,45.0,36.0,61.0,45.0,65.0,65.0,65.0,65.0,49.0
227909,65.0,23.0,24.0,26.0,23.0,24.0,23.0,24.0,25.0,23.0,24.0
237893,17.0,56.0,65.0,64.0,58.0,63.0,53.0,59.0,49.0,57.0,65.0
239941,18.0,65.0,51.0,45.0,61.0,51.0,65.0,65.0,63.0,65.0,54.0
180293,21.0,56.0,65.0,65.0,58.0,63.0,54.0,57.0,52.0,55.0,64.0
205382,17.0,63.0,46.0,37.0,55.0,43.0,65.0,65.0,63.0,66.0,50.0
224838,17.0,56.0,62.0,64.0,60.0,65.0,54.0,58.0,53.0,55.0,62.0
235334,19.0,64.0,48.0,38.0,59.0,46.0,64.0,65.0,61.0,66.0,52.0
192582,18.0,59.0,62.0,64.0,62.0,65.0,58.0,59.0,58.0,57.0,63.0
205639,17.0,51.0,59.0,65.0,58.0,65.0,50.0,52.0,52.0,48.0,59.0
207943,15.0,58.0,62.0,63.0,61.0,65.0,56.0,58.0,55.0,56.0,62.0
224327,17.0,56.0,65.0,63.0,57.0,62.0,57.0,59.0,57.0,58.0,65.0
163143,16.0,57.0,60.0,64.0,62.0,65.0,55.0,57.0,53.0,55.0,61.0
232775,15.0,62.0,48.0,43.0,58.0,47.0,64.0,63.0,65.0,63.0,50.0
220488,17.0,61.0,65.0,60.0,63.0,63.0,58.0,65.0,52.0,61.0,66.0
221768,17.0,54.0,62.0,65.0,56.0,61.0,53.0,54.0,54.0,53.0,61.0
230216,18.0,52.0,62.0,65.0,54.0,60.0,54.0,56.0,59.0,54.0,60.0
234824,17.0,62.0,43.0,38.0,54.0,41.0,65.0,63.0,65.0,65.0,46.0
170056,17.0,64.0,50.0,43.0,58.0,48.0,64.0,65.0,62.0,65.0,52.0
222537,16.0,65.0,57.0,54.0,65.0,61.0,62.0,63.0,56.0,62.0,58.0
223817,18.0,65.0,48.0,43.0,59.0,47.0,67.0,64.0,65.0,66.0,50.0
167497,19.0,60.0,45.0,48.0,57.0,49.0,62.0,58.0,65.0,59.0,47.0
240201,16.0,66.0,57.0,52.0,65.0,59.0,64.0,66.0,60.0,65.0,59.0
151114,20.0,56.0,62.0,65.0,58.0,62.0,56.0,58.0,57.0,56.0,61.0
231498,16.0,51.0,57.0,65.0,55.0,62.0,48.0,52.0,48.0,48.0,56.0
191050,18.0,57.0,66.0,65.0,60.0,65.0,55.0,59.0,52.0,57.0,65.0
226123,19.0,64.0,59.0,55.0,62.0,58.0,64.0,65.0,62.0,65.0,60.0
232779,15.0,65.0,53.0,51.0,61.0,54.0,64.0,63.0,62.0,64.0,54.0
171083,16.0,63.0,45.0,41.0,55.0,45.0,64.0,63.0,65.0,64.0,47.0
240459,16.0,65.0,50.0,40.0,62.0,50.0,65.0,68.0,59.0,66.0,54.0
234060,16.0,63.0,65.0,68.0,65.0,68.0,62.0,62.0,61.0,61.0,64.0
238668,19.0,56.0,65.0,62.0,58.0,63.0,55.0,60.0,54.0,57.0,65.0
240972,17.0,66.0,43.0,38.0,62.0,46.0,66.0,63.0,65.0,63.0,45.0
198989,14.0,65.0,64.0,62.0,65.0,64.0,65.0,65.0,63.0,65.0,64.0
199245,65.0,27.0,27.0,29.0,27.0,29.0,25.0,26.0,24.0,26.0,27.0
227149,18.0,65.0,52.0,41.0,59.0,48.0,64.0,65.0,59.0,65.0,54.0
236877,19.0,65.0,63.0,59.0,65.0,64.0,63.0,65.0,59.0,64.0,65.0
138830,19.0,56.0,65.0,65.0,61.0,65.0,54.0,57.0,52.0,55.0,65.0
226382,19.0,60.0,64.0,62.0,63.0,65.0,58.0,62.0,53.0,59.0,65.0
205903,17.0,62.0,66.0,63.0,65.0,65.0,61.0,63.0,59.0,61.0,66.0
214351,65.0,27.0,26.0,25.0,27.0,26.0,28.0,28.0,29.0,27.0,27.0
219727,18.0,62.0,48.0,42.0,57.0,46.0,64.0,63.0,65.0,64.0,51.0
160079,23.0,62.0,60.0,60.0,65.0,65.0,60.0,63.0,55.0,60.0,62.0
230991,16.0,66.0,47.0,39.0,56.0,43.0,66.0,65.0,66.0,66.0,49.0
237135,16.0,65.0,54.0,47.0,62.0,53.0,65.0,65.0,62.0,65.0,56.0
237647,13.0,65.0,52.0,47.0,62.0,53.0,64.0,65.0,62.0,65.0,54.0
215376,16.0,35.0,59.0,65.0,39.0,55.0,35.0,37.0,38.0,35.0,55.0
229200,15.0,40.0,59.0,65.0,43.0,56.0,42.0,42.0,45.0,41.0,56.0
234576,18.0,46.0,60.0,65.0,48.0,59.0,47.0,48.0,47.0,46.0,58.0
236368,15.0,63.0,62.0,62.0,65.0,65.0,61.0,61.0,58.0,60.0,62.0
223313,19.0,65.0,64.0,64.0,65.0,65.0,65.0,65.0,65.0,65.0,64.0
225361,65.0,25.0,25.0,25.0,24.0,25.0,24.0,25.0,25.0,24.0,25.0
233809,14.0,61.0,44.0,43.0,55.0,46.0,63.0,60.0,65.0,61.0,46.0
189265,17.0,57.0,62.0,65.0,60.0,65.0,55.0,55.0,55.0,54.0,60.0
222546,65.0,23.0,20.0,21.0,23.0,22.0,22.0,22.0,20.0,20.0,20.0
235858,65.0,26.0,23.0,26.0,29.0,28.0,23.0,24.0,23.0,22.0,23.0
240466,14.0,48.0,59.0,65.0,52.0,61.0,47.0,48.0,49.0,46.0,57.0
185170,17.0,60.0,64.0,65.0,60.0,63.0,60.0,62.0,60.0,61.0,64.0
187218,65.0,23.0,25.0,22.0,22.0,23.0,23.0,24.0,23.0,24.0,25.0
204883,65.0,25.0,26.0,27.0,25.0,26.0,25.0,26.0,26.0,25.0,26.0
214099,19.0,65.0,62.0,59.0,61.0,60.0,64.0,65.0,61.0,66.0,63.0
225363,17.0,65.0,55.0,50.0,62.0,56.0,63.0,65.0,58.0,65.0,58.0
162899,17.0,57.0,62.0,65.0,60.0,64.0,55.0,57.0,53.0,56.0,63.0
230995,15.0,60.0,62.0,67.0,63.0,65.0,61.0,60.0,64.0,58.0,61.0
239187,18.0,64.0,47.0,41.0,57.0,44.0,66.0,65.0,66.0,66.0,49.0
191827,65.0,38.0,30.0,26.0,38.0,33.0,33.0,35.0,27.0,33.0,30.0
214356,17.0,38.0,59.0,65.0,43.0,56.0,38.0,41.0,42.0,38.0,56.0
215636,18.0,64.0,64.0,62.0,66.0,65.0,63.0,66.0,61.0,64.0,66.0
230740,19.0,65.0,42.0,33.0,56.0,39.0,67.0,64.0,64.0,66.0,45.0
240212,65.0,21.0,20.0,21.0,21.0,21.0,19.0,21.0,20.0,20.0,20.0
184148,65.0,27.0,26.0,26.0,29.0,28.0,26.0,29.0,27.0,27.0,27.0
118868,65.0,30.0,25.0,29.0,32.0,30.0,27.0,28.0,25.0,26.0,26.0
198229,15.0,61.0,44.0,41.0,55.0,44.0,62.0,61.0,65.0,62.0,46.0
237397,17.0,45.0,58.0,65.0,51.0,61.0,45.0,47.0,49.0,44.0,56.0
213334,16.0,63.0,57.0,53.0,60.0,56.0,64.0,65.0,62.0,65.0,58.0
226390,17.0,45.0,58.0,65.0,50.0,60.0,46.0,46.0,50.0,45.0,56.0
105046,20.0,51.0,60.0,65.0,55.0,62.0,51.0,52.0,52.0,50.0,59.0
227927,16.0,57.0,65.0,62.0,57.0,61.0,56.0,61.0,53.0,59.0,65.0
229207,17.0,65.0,50.0,48.0,64.0,54.0,63.0,63.0,61.0,62.0,52.0
240215,17.0,65.0,44.0,30.0,59.0,42.0,65.0,66.0,59.0,66.0,48.0
208984,17.0,62.0,54.0,46.0,59.0,51.0,63.0,65.0,62.0,64.0,57.0
233560,15.0,65.0,50.0,42.0,62.0,50.0,65.0,65.0,60.0,65.0,53.0
209241,17.0,46.0,60.0,65.0,51.0,60.0,45.0,47.0,46.0,44.0,57.0
211033,65.0,34.0,32.0,33.0,34.0,35.0,31.0,32.0,30.0,31.0,33.0
199002,20.0,64.0,58.0,58.0,65.0,61.0,63.0,63.0,61.0,62.0,59.0
222298,16.0,60.0,65.0,64.0,61.0,64.0,57.0,63.0,54.0,60.0,65.0
224090,15.0,63.0,48.0,38.0,57.0,44.0,63.0,65.0,61.0,65.0,50.0
231514,15.0,65.0,57.0,52.0,65.0,60.0,62.0,65.0,56.0,63.0,59.0
233306,65.0,29.0,26.0,25.0,29.0,27.0,27.0,29.0,25.0,28.0,27.0
201051,18.0,51.0,59.0,65.0,55.0,62.0,50.0,50.0,53.0,49.0,57.0
226651,16.0,66.0,46.0,44.0,65.0,53.0,65.0,64.0,63.0,63.0,49.0
235867,16.0,56.0,37.0,36.0,48.0,36.0,60.0,54.0,65.0,57.0,38.0
175963,18.0,62.0,53.0,48.0,57.0,50.0,65.0,64.0,65.0,65.0,55.0
202076,17.0,58.0,65.0,66.0,61.0,65.0,57.0,61.0,57.0,58.0,65.0
208988,65.0,27.0,27.0,27.0,26.0,26.0,26.0,27.0,25.0,26.0,27.0
214364,20.0,54.0,65.0,64.0,56.0,62.0,55.0,59.0,55.0,56.0,65.0
204637,19.0,66.0,45.0,38.0,58.0,44.0,67.0,65.0,66.0,67.0,48.0
211037,17.0,52.0,63.0,65.0,58.0,65.0,49.0,53.0,47.0,49.0,62.0
214877,17.0,65.0,60.0,59.0,64.0,61.0,64.0,65.0,62.0,65.0,61.0
233053,18.0,66.0,63.0,63.0,67.0,66.0,65.0,65.0,62.0,63.0,63.0
179549,18.0,49.0,50.0,59.0,49.0,52.0,55.0,49.0,65.0,50.0,49.0
183645,16.0,40.0,56.0,65.0,43.0,56.0,41.0,39.0,45.0,39.0,53.0
145758,17.0,45.0,59.0,65.0,50.0,60.0,44.0,46.0,46.0,44.0,57.0
234078,13.0,65.0,62.0,57.0,65.0,62.0,63.0,66.0,57.0,65.0,64.0
237662,14.0,64.0,50.0,43.0,59.0,47.0,65.0,66.0,64.0,66.0,52.0
238686,17.0,64.0,48.0,39.0,60.0,48.0,65.0,67.0,63.0,66.0,53.0
239454,16.0,63.0,44.0,37.0,57.0,43.0,64.0,65.0,64.0,65.0,47.0
214367,15.0,42.0,59.0,65.0,46.0,59.0,41.0,44.0,43.0,42.0,57.0
234079,18.0,61.0,64.0,66.0,63.0,65.0,61.0,61.0,61.0,60.0,64.0
235103,17.0,64.0,46.0,39.0,58.0,46.0,65.0,65.0,61.0,66.0,50.0
197984,20.0,63.0,45.0,44.0,59.0,48.0,64.0,62.0,65.0,61.0,47.0
216416,19.0,57.0,65.0,63.0,59.0,63.0,55.0,59.0,51.0,58.0,65.0
217696,65.0,25.0,27.0,28.0,26.0,28.0,26.0,27.0,27.0,25.0,28.0
221024,18.0,53.0,62.0,65.0,57.0,63.0,52.0,54.0,50.0,52.0,61.0
231264,15.0,63.0,55.0,50.0,60.0,53.0,63.0,65.0,61.0,65.0,57.0
232800,16.0,66.0,54.0,47.0,62.0,53.0,64.0,65.0,60.0,65.0,56.0
212065,18.0,59.0,65.0,64.0,59.0,62.0,57.0,62.0,52.0,60.0,65.0
228961,20.0,60.0,66.0,64.0,62.0,65.0,59.0,62.0,58.0,60.0,66.0
237153,18.0,66.0,51.0,44.0,60.0,50.0,67.0,65.0,64.0,66.0,54.0
213090,17.0,42.0,59.0,65.0,47.0,58.0,42.0,44.0,43.0,42.0,57.0
222562,65.0,27.0,28.0,27.0,27.0,27.0,26.0,28.0,25.0,27.0,28.0
223330,17.0,62.0,65.0,60.0,65.0,64.0,61.0,64.0,57.0,62.0,67.0
237410,15.0,49.0,65.0,65.0,49.0,58.0,50.0,55.0,49.0,53.0,64.0
191330,21.0,54.0,64.0,65.0,58.0,63.0,55.0,56.0,57.0,55.0,63.0
222051,16.0,46.0,56.0,65.0,50.0,58.0,46.0,45.0,50.0,43.0,53.0
224099,17.0,58.0,65.0,62.0,60.0,63.0,57.0,62.0,53.0,59.0,66.0
226403,65.0,25.0,27.0,27.0,25.0,26.0,25.0,26.0,26.0,26.0,26.0
226659,19.0,64.0,50.0,45.0,60.0,49.0,65.0,65.0,65.0,65.0,52.0
162147,19.0,65.0,44.0,36.0,61.0,46.0,65.0,65.0,65.0,65.0,49.0
228707,17.0,43.0,59.0,65.0,47.0,58.0,42.0,44.0,43.0,42.0,56.0
229475,16.0,65.0,65.0,66.0,66.0,66.0,66.0,65.0,66.0,65.0,65.0
232291,17.0,66.0,49.0,42.0,60.0,48.0,66.0,66.0,65.0,66.0,52.0
235619,16.0,65.0,48.0,39.0,60.0,48.0,65.0,65.0,59.0,66.0,52.0
239971,19.0,62.0,65.0,61.0,61.0,62.0,62.0,63.0,59.0,63.0,65.0
199780,18.0,60.0,51.0,52.0,54.0,49.0,62.0,61.0,65.0,63.0,52.0
207716,18.0,45.0,60.0,65.0,51.0,61.0,45.0,47.0,47.0,45.0,58.0
209252,20.0,65.0,47.0,40.0,61.0,48.0,65.0,65.0,64.0,65.0,50.0
53604,18.0,46.0,55.0,65.0,52.0,61.0,42.0,44.0,42.0,42.0,53.0
188772,16.0,55.0,65.0,63.0,57.0,62.0,55.0,59.0,53.0,57.0,65.0
232293,17.0,59.0,43.0,40.0,51.0,40.0,62.0,59.0,65.0,61.0,44.0
234853,16.0,61.0,64.0,65.0,64.0,65.0,60.0,61.0,60.0,60.0,63.0
188261,18.0,64.0,65.0,61.0,63.0,63.0,62.0,65.0,60.0,64.0,65.0
190565,19.0,57.0,65.0,64.0,58.0,62.0,57.0,60.0,58.0,59.0,65.0
199014,17.0,61.0,43.0,42.0,54.0,44.0,63.0,59.0,65.0,61.0,45.0
209510,17.0,57.0,65.0,62.0,60.0,64.0,54.0,60.0,50.0,57.0,65.0
213094,17.0,59.0,65.0,64.0,58.0,61.0,59.0,62.0,59.0,62.0,65.0
218470,16.0,65.0,47.0,37.0,59.0,47.0,65.0,66.0,62.0,66.0,50.0
234854,18.0,65.0,50.0,45.0,61.0,51.0,65.0,66.0,65.0,66.0,53.0
238694,16.0,62.0,43.0,39.0,55.0,43.0,63.0,61.0,65.0,62.0,46.0
194150,65.0,29.0,29.0,28.0,27.0,28.0,29.0,29.0,29.0,29.0,29.0
217191,18.0,59.0,65.0,65.0,60.0,64.0,58.0,61.0,59.0,59.0,65.0
157031,15.0,62.0,65.0,65.0,63.0,65.0,61.0,63.0,59.0,62.0,65.0
225128,18.0,64.0,61.0,58.0,65.0,63.0,64.0,64.0,62.0,64.0,62.0
233064,17.0,65.0,53.0,47.0,63.0,55.0,63.0,65.0,58.0,65.0,56.0
193896,19.0,61.0,66.0,65.0,63.0,65.0,59.0,62.0,58.0,60.0,66.0
205161,17.0,66.0,51.0,50.0,61.0,53.0,66.0,65.0,66.0,66.0,53.0
171881,18.0,61.0,51.0,54.0,58.0,52.0,63.0,61.0,65.0,61.0,52.0
207979,17.0,64.0,65.0,61.0,61.0,61.0,65.0,66.0,63.0,66.0,65.0
212075,17.0,64.0,48.0,44.0,57.0,47.0,65.0,65.0,66.0,65.0,50.0
222315,16.0,64.0,59.0,51.0,61.0,54.0,63.0,65.0,60.0,65.0,59.0
232555,17.0,64.0,57.0,51.0,62.0,57.0,63.0,65.0,60.0,64.0,59.0
213612,16.0,62.0,55.0,48.0,59.0,54.0,61.0,65.0,56.0,64.0,58.0
215148,17.0,53.0,65.0,62.0,53.0,58.0,54.0,58.0,52.0,57.0,64.0
223852,15.0,38.0,57.0,65.0,42.0,55.0,38.0,40.0,42.0,38.0,54.0
228716,19.0,56.0,65.0,61.0,56.0,59.0,58.0,61.0,57.0,60.0,65.0
237420,17.0,60.0,62.0,64.0,62.0,65.0,59.0,60.0,58.0,58.0,62.0
155757,19.0,61.0,65.0,65.0,65.0,65.0,59.0,62.0,60.0,60.0,65.0
223085,18.0,65.0,61.0,60.0,64.0,62.0,64.0,66.0,64.0,65.0,62.0
210798,17.0,58.0,43.0,43.0,51.0,44.0,61.0,58.0,65.0,60.0,45.0
213358,65.0,29.0,27.0,24.0,28.0,26.0,27.0,30.0,25.0,28.0,28.0
150894,18.0,56.0,60.0,65.0,62.0,65.0,54.0,55.0,55.0,52.0,60.0
220782,18.0,56.0,64.0,64.0,61.0,65.0,54.0,57.0,52.0,54.0,64.0
222830,19.0,55.0,65.0,66.0,55.0,60.0,55.0,58.0,53.0,57.0,64.0
172398,17.0,56.0,62.0,65.0,60.0,65.0,55.0,57.0,57.0,55.0,62.0
215151,18.0,65.0,59.0,58.0,65.0,62.0,63.0,64.0,61.0,63.0,60.0
239215,18.0,65.0,53.0,48.0,61.0,53.0,64.0,65.0,61.0,65.0,55.0
189551,20.0,56.0,62.0,65.0,59.0,64.0,55.0,57.0,56.0,56.0,62.0
196976,18.0,45.0,60.0,65.0,47.0,59.0,43.0,45.0,46.0,43.0,57.0
208752,17.0,44.0,60.0,65.0,47.0,58.0,43.0,45.0,46.0,43.0,57.0
219760,16.0,61.0,42.0,37.0,54.0,41.0,63.0,61.0,65.0,63.0,44.0
192624,14.0,62.0,66.0,64.0,61.0,63.0,63.0,65.0,62.0,65.0,66.0
210802,17.0,47.0,60.0,65.0,52.0,61.0,46.0,49.0,48.0,47.0,58.0
219762,16.0,55.0,65.0,62.0,58.0,61.0,55.0,60.0,55.0,57.0,65.0
240754,16.0,56.0,65.0,63.0,58.0,63.0,54.0,61.0,50.0,58.0,65.0
211059,17.0,52.0,63.0,65.0,55.0,62.0,51.0,55.0,52.0,53.0,62.0
211827,65.0,25.0,26.0,27.0,24.0,25.0,25.0,26.0,26.0,25.0,26.0
224371,16.0,65.0,49.0,45.0,58.0,48.0,66.0,65.0,65.0,67.0,52.0
225395,65.0,26.0,28.0,28.0,27.0,28.0,26.0,28.0,27.0,26.0,28.0
226675,65.0,23.0,22.0,24.0,23.0,23.0,22.0,22.0,23.0,21.0,22.0
235891,18.0,57.0,65.0,63.0,60.0,64.0,55.0,61.0,51.0,58.0,65.0
237939,16.0,64.0,49.0,43.0,60.0,49.0,65.0,65.0,64.0,65.0,52.0
53363,65.0,28.0,26.0,29.0,30.0,29.0,26.0,27.0,26.0,26.0,26.0
209268,17.0,64.0,61.0,58.0,65.0,62.0,63.0,64.0,61.0,63.0,63.0
229748,16.0,59.0,44.0,43.0,52.0,43.0,62.0,61.0,65.0,61.0,46.0
165748,19.0,57.0,65.0,65.0,60.0,65.0,56.0,59.0,56.0,57.0,64.0
199285,16.0,65.0,56.0,51.0,65.0,57.0,65.0,65.0,64.0,65.0,58.0
210805,17.0,65.0,44.0,38.0,61.0,47.0,63.0,64.0,62.0,63.0,47.0
236405,16.0,55.0,65.0,66.0,56.0,62.0,54.0,57.0,53.0,55.0,64.0
185205,18.0,61.0,44.0,41.0,54.0,44.0,64.0,62.0,65.0,63.0,47.0
188789,17.0,65.0,48.0,40.0,59.0,46.0,65.0,65.0,65.0,65.0,51.0
210806,17.0,60.0,65.0,62.0,62.0,65.0,59.0,64.0,58.0,61.0,65.0
225654,19.0,63.0,45.0,43.0,56.0,45.0,65.0,61.0,65.0,63.0,47.0
234102,65.0,23.0,22.0,23.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
237942,16.0,54.0,65.0,61.0,56.0,61.0,52.0,58.0,50.0,55.0,64.0
177270,15.0,63.0,64.0,65.0,65.0,65.0,61.0,62.0,58.0,61.0,65.0
887,16.0,41.0,57.0,65.0,48.0,59.0,39.0,43.0,41.0,39.0,55.0
200823,15.0,50.0,62.0,65.0,57.0,64.0,47.0,53.0,47.0,47.0,61.0
179831,19.0,64.0,48.0,46.0,59.0,50.0,64.0,64.0,65.0,64.0,50.0
213624,65.0,27.0,26.0,27.0,27.0,26.0,26.0,27.0,26.0,26.0,26.0
222328,17.0,46.0,64.0,65.0,49.0,59.0,46.0,50.0,46.0,48.0,62.0
241016,17.0,64.0,61.0,61.0,65.0,64.0,62.0,64.0,60.0,62.0,62.0
197241,15.0,64.0,59.0,65.0,66.0,65.0,62.0,60.0,61.0,60.0,58.0
201081,18.0,41.0,56.0,65.0,44.0,56.0,42.0,42.0,48.0,41.0,53.0
156025,19.0,45.0,56.0,65.0,48.0,58.0,46.0,44.0,50.0,43.0,54.0
223097,19.0,65.0,62.0,62.0,65.0,65.0,63.0,64.0,59.0,63.0,63.0
194937,14.0,50.0,60.0,65.0,54.0,62.0,49.0,52.0,49.0,49.0,59.0
223866,18.0,60.0,61.0,63.0,63.0,65.0,59.0,58.0,56.0,57.0,61.0
238970,16.0,61.0,66.0,60.0,61.0,62.0,60.0,65.0,57.0,63.0,67.0
190074,17.0,64.0,49.0,42.0,58.0,48.0,65.0,65.0,63.0,65.0,53.0
216699,18.0,66.0,56.0,50.0,65.0,58.0,62.0,65.0,58.0,63.0,57.0
219259,17.0,65.0,55.0,48.0,63.0,56.0,63.0,66.0,58.0,65.0,58.0
222587,17.0,52.0,65.0,65.0,54.0,61.0,53.0,57.0,52.0,55.0,64.0
235899,15.0,59.0,65.0,66.0,60.0,64.0,58.0,62.0,57.0,60.0,65.0
189563,17.0,53.0,65.0,65.0,56.0,63.0,54.0,57.0,57.0,56.0,65.0
201084,20.0,64.0,47.0,40.0,57.0,46.0,64.0,65.0,62.0,66.0,51.0
220028,17.0,57.0,65.0,63.0,58.0,62.0,57.0,62.0,56.0,60.0,65.0
237692,18.0,65.0,58.0,51.0,63.0,57.0,64.0,65.0,60.0,64.0,59.0
121980,65.0,29.0,23.0,27.0,29.0,28.0,26.0,26.0,25.0,25.0,23.0
221053,19.0,54.0,65.0,63.0,55.0,61.0,54.0,58.0,52.0,57.0,65.0
235133,18.0,63.0,47.0,39.0,56.0,43.0,65.0,64.0,65.0,64.0,49.0
210046,16.0,65.0,53.0,47.0,61.0,53.0,65.0,65.0,63.0,65.0,55.0
211070,17.0,60.0,63.0,65.0,62.0,65.0,60.0,60.0,60.0,59.0,63.0
226174,18.0,52.0,65.0,65.0,53.0,60.0,51.0,56.0,49.0,54.0,65.0
165502,65.0,26.0,28.0,29.0,27.0,29.0,25.0,27.0,26.0,26.0,28.0
235134,16.0,64.0,64.0,67.0,65.0,68.0,63.0,62.0,62.0,61.0,64.0
221567,18.0,63.0,66.0,63.0,63.0,65.0,62.0,65.0,58.0,65.0,67.0
230015,17.0,47.0,61.0,65.0,48.0,59.0,46.0,48.0,47.0,47.0,58.0
171391,65.0,28.0,26.0,28.0,28.0,28.0,26.0,27.0,26.0,27.0,26.0
237183,15.0,64.0,46.0,34.0,58.0,43.0,64.0,66.0,60.0,66.0,50.0
239999,65.0,25.0,21.0,23.0,26.0,24.0,24.0,23.0,22.0,22.0,21.0
147584,65.0,25.0,24.0,26.0,26.0,26.0,25.0,26.0,25.0,25.0,24.0
222592,15.0,46.0,61.0,65.0,49.0,59.0,45.0,48.0,45.0,46.0,59.0
158592,65.0,28.0,27.0,28.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0
208001,17.0,62.0,65.0,57.0,61.0,61.0,61.0,65.0,56.0,64.0,66.0
222337,19.0,45.0,62.0,65.0,51.0,60.0,44.0,47.0,44.0,44.0,59.0
225409,16.0,56.0,65.0,62.0,57.0,61.0,55.0,60.0,53.0,57.0,64.0
183425,20.0,57.0,46.0,47.0,50.0,44.0,61.0,58.0,65.0,60.0,47.0
215170,17.0,58.0,43.0,45.0,52.0,44.0,61.0,56.0,65.0,58.0,44.0
226690,65.0,26.0,26.0,24.0,24.0,24.0,26.0,26.0,25.0,26.0,26.0
194178,17.0,57.0,65.0,63.0,57.0,61.0,55.0,61.0,52.0,59.0,65.0
205443,18.0,58.0,42.0,43.0,51.0,42.0,62.0,57.0,65.0,59.0,43.0
142979,18.0,58.0,65.0,65.0,59.0,64.0,57.0,57.0,57.0,57.0,63.0
212099,19.0,64.0,58.0,53.0,63.0,58.0,63.0,65.0,59.0,64.0,60.0
213635,17.0,59.0,64.0,65.0,62.0,65.0,58.0,59.0,57.0,57.0,63.0
214659,18.0,42.0,58.0,65.0,45.0,57.0,43.0,45.0,45.0,43.0,56.0
150659,65.0,27.0,27.0,32.0,27.0,30.0,26.0,26.0,26.0,25.0,27.0
225667,20.0,64.0,52.0,45.0,58.0,49.0,65.0,64.0,65.0,66.0,54.0
229251,16.0,57.0,65.0,63.0,56.0,59.0,60.0,61.0,61.0,61.0,64.0
232067,17.0,65.0,42.0,34.0,58.0,41.0,65.0,63.0,64.0,65.0,45.0
199812,65.0,29.0,28.0,28.0,31.0,31.0,27.0,29.0,26.0,27.0,29.0
204676,16.0,66.0,61.0,56.0,65.0,61.0,64.0,67.0,61.0,66.0,63.0
212100,18.0,59.0,65.0,65.0,60.0,64.0,58.0,61.0,56.0,59.0,64.0
219781,18.0,58.0,65.0,64.0,59.0,63.0,56.0,62.0,54.0,59.0,65.0
238981,16.0,63.0,50.0,41.0,59.0,48.0,63.0,65.0,60.0,65.0,53.0
239749,16.0,60.0,64.0,69.0,60.0,65.0,61.0,61.0,63.0,60.0,63.0
176261,17.0,63.0,57.0,54.0,61.0,57.0,63.0,65.0,63.0,63.0,58.0
192645,18.0,58.0,47.0,50.0,55.0,49.0,60.0,57.0,65.0,58.0,49.0
205190,16.0,51.0,66.0,68.0,55.0,65.0,49.0,55.0,48.0,52.0,65.0
210566,15.0,65.0,42.0,32.0,57.0,41.0,65.0,64.0,62.0,65.0,45.0
212358,17.0,65.0,52.0,46.0,60.0,51.0,63.0,65.0,59.0,66.0,54.0
152454,17.0,64.0,65.0,63.0,62.0,62.0,65.0,65.0,65.0,65.0,65.0
235398,15.0,66.0,49.0,45.0,62.0,51.0,65.0,65.0,62.0,66.0,51.0
186502,14.0,65.0,60.0,59.0,65.0,62.0,64.0,63.0,63.0,63.0,61.0
